GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0	exp_25_smpl_0	exp_26_smpl_0	exp_27_smpl_0	exp_28_smpl_0	exp_29_smpl_0	exp_30_smpl_0	exp_31_smpl_0	exp_32_smpl_0	exp_33_smpl_0	exp_34_smpl_0	exp_35_smpl_0	exp_36_smpl_0	exp_37_smpl_0	exp_38_smpl_0	exp_39_smpl_0	exp_40_smpl_0	exp_41_smpl_0	exp_42_smpl_0	exp_43_smpl_0	exp_44_smpl_0	exp_45_smpl_0	exp_46_smpl_0	exp_47_smpl_0	exp_48_smpl_0	exp_49_smpl_0
caiF	4722.41347611846	45.476429532529394	0.08607630208174126	5576.109206581095	3.654872742875011	4137.789304758433	1905.1976649712196	5670.867591703906	5101.565964969834	104.72228674817553	307.6535520699593	2650.063270578225	961.7821650273476	4840.655647978593	5638.631415892569	1763.9149933476174	75.418122076862	5628.040426337759	2973.509544751483	2734.061605888815	2741.7700685667824	655.1561919419387	11.310261325582722	78.47618003828069	4923.431966994575	4723.507025699073	2014.3775729852737	5226.760157311695	805.1515958572494	5415.859030117378	4920.106874370157	114.23461586321883	124.03844292708882	3261.495005151369	1585.6897686129187	5456.07504061207	0.004949079953188133	5544.838950047811	217.64554970939113	3868.7193760029927	12.514007584944514	5249.40850032756	2456.6361938329387	4379.499729784856	5118.728543597204	5668.852366008111	3615.6281315333686	5691.620810071198	5.039567341960339	1262.795858402669
fepB	205.8796617852009	209.1989421792121	53.834781505035714	8.46145682926714	129.94629575280132	71.33803894987615	147.04384916604195	12.380775877330986	61.83861661579745	46.5028215810397	114.36970100151068	18.41581910169619	203.28352462708142	206.5301079789542	60.538198713147736	21.285854953075972	191.81468151395424	41.13298402035279	89.53770771875016	67.33187722684147	35.87080031618782	210.04199394252382	1.130771267338537	202.75253389445885	147.94820037838883	181.68684424018312	101.11261185513563	206.9672204454125	20.237949226801078	39.32577352063431	210.21188767158645	14.105124226494478	93.27404544309874	199.77860308536154	100.78653297250786	20.409459765968695	202.85429930203736	210.05935309704392	82.75438560626345	210.45035314147594	32.68847906027217	185.18960164023693	70.10098747313137	181.98910813695596	73.02979457820777	16.243641898320455	207.77401601106936	19.562914318402818	165.2289446000872	51.189435348191985
acs	21.516927196240903	10831.944677721676	10739.516077613347	9635.97283781839	3381.3156032545166	5651.155594430921	10736.234267263046	6219.802081177165	10766.469213488366	8583.939743314748	113.43689429364373	6697.334864625541	1631.1917842869739	626.9777858975312	8384.34680490892	455.2558317206596	197.74484995107298	303.8413723003277	8800.087237163692	61.18442866852419	1052.438556768515	4409.3945192119545	1730.9775420564506	827.5670346999418	276.6946516691272	6853.8594489692105	7303.777395109858	3315.798964811047	3315.49231501066	286.43283956651976	3513.7270044192896	7985.643157825064	567.1113870856145	9765.373427632732	5834.226875125932	10587.585176081495	990.5341968428021	1256.8559900756663	1217.4872573139075	94.54974958483638	1660.5438482631257	10828.296352261223	7895.619933468108	594.1840128156973	962.8283323636207	1358.628340093399	9407.952358375866	159.144950253463	163.43908536236708	2293.225757788872
himA	564.2817750271904	1181.329848836578	1780.1210943953188	561.7744758710157	1470.495548600074	1224.4117172073777	327.7002913605303	470.86202684192057	423.74865910532526	703.3700894009265	1176.739894228179	273.8012795047673	1127.8490346972915	276.0766289352988	560.8296026138978	609.0451767966206	1556.7233604333055	1730.3185547283028	1110.3970963832505	1376.5939540305847	1854.4287298479778	399.312426930182	1243.8503427789306	608.8025225119297	917.3278889431411	968.4415004225442	384.52051137797275	775.2761162255554	598.4178596710332	1441.7192233715996	868.1087729563992	338.2035205629224	1729.5637568133766	1322.6351487109414	942.9513365429588	253.17070863939523	80.53590272012954	290.7987677409035	643.5321848656807	1226.3259974676346	50.31043073393005	16.610491622264508	1036.8449591106487	1629.2203045683343	531.6110771088797	1625.1619068988505	330.8819413309489	71.73723101245253	949.2967633772274	268.0206546821233
ompR_envZ	3221.4781889720443	650.0448347902411	61.640946461641065	3005.729917910184	222.76958188226072	748.8082786467332	3866.5619603418445	3383.4494618092967	3697.542020152712	2381.0291624249126	596.1473265581415	3894.867149255524	791.3209166166623	3903.6589250338156	3289.6106037472387	2931.5517043694376	215.2136268743322	72.22885932750312	885.9908735613855	307.68527126125116	12.261777531199932	3384.588468541311	803.4195662774629	2871.8859957510963	1455.1449349769662	1731.711466641336	3669.3891693508904	2214.9940182362675	3152.773266390426	522.7299540144372	1890.6479005754693	3792.9422955733394	88.84319765361477	554.3120156414651	1653.7616468273875	3910.2326552208256	3991.203935118275	3860.875369397959	2871.9623060424324	690.0225105395065	3992.3385014296214	3992.6794534405262	1091.031278121392	116.19112538955174	3408.4694080952695	173.94959954207516	3824.1164576148367	3991.425240656936	1965.0873339188136	3896.5634300871143
fhlA	26.28488443625335	101.36622948634785	188.5831156498276	76.09690223771585	22.027461291007867	68.88804681834087	73.56489095245902	92.81849160005517	104.28794173819168	104.77224114600047	75.6052649265503	54.97358998455043	143.30292484355147	221.16360566583387	135.10295467294674	139.80366812918896	166.14221426233823	17.515466608499146	56.3475611872377	202.59794343178865	20.41277483710609	92.09167094701795	67.21370597598342	62.12012486599889	166.32152538332193	211.2603180093168	205.39025385307096	124.0825554040514	142.22235913236733	31.121926361307935	47.2914330022399	123.70849291882855	211.30124371376237	232.62463532858496	210.66444329803102	47.063895675811274	47.33367710049044	5.530059575357603	194.63256436619147	29.230901380460576	33.84228428113983	88.15263030444811	2.639089969678191	193.11140146218716	147.39102619531985	133.81244014551464	187.58024607304372	176.4131194879263	109.35522483292226	148.14609739180665
fdhF	3028.173251950919	2083.6797710974615	291.8798496019199	2423.1405006913574	3031.8700346835203	2846.571809292844	2450.696182930583	2257.805475518583	1776.6892498365469	1811.3367881940248	2606.439702440509	2810.263254960463	750.7255913621254	112.41961549696558	911.5159426425658	981.9254085186142	513.2850351563139	3034.9473821354686	2871.0645626194246	164.6560888925254	3033.8036579379395	2135.8482143234887	2780.80372837479	2867.413651804495	593.3113825535511	108.4944177442628	207.9654853709394	1261.2269142431571	955.0356664770571	3019.834637618353	2965.2687387754454	1234.235147847881	84.95113889952934	26.002170959927522	84.64751174907609	2944.5037530927693	2940.3779413649268	3037.549931341138	246.20408964456743	3020.9629373856155	3010.2689021335914	2349.9715330159493	3037.549931341138	182.1354444996748	559.2021989130975	961.0927441040546	197.4956851442492	330.9725869503079	1357.7380409675993	855.9198323013077
narGHJI	1751.3116039898623	462.0291612377021	61.0916300463238	1775.890988737106	159.32643604911127	506.28750123219936	2047.5198693035868	1884.9061879884957	1973.3990044601499	1418.0970870110425	402.5931177173891	2066.92786107343	668.402163826093	2078.7333054285664	1788.0545011398	1543.6649875104542	184.40447890193133	64.40586861658001	633.9005440111904	244.06334391673172	13.372482783034865	2014.8945848168617	662.4549128933445	1751.9114257341537	1023.5953103196258	893.7957154949215	2008.746721406736	1100.2436282707422	1751.1195992793914	367.87671773413877	1087.2920815449947	2058.9909025382844	77.91595410373397	413.0008368620374	989.4692999293054	2082.975139316326	2115.399502261347	2045.8456914438245	1680.632966933744	480.3445646563203	2116.3550816840384	2116.7123666068505	634.1708712517064	105.7801968351595	1853.5579973792237	149.3925153706092	2051.5413831789947	2115.5772529153865	1218.5049897226293	2052.2106394112784
glnALG	3172.617412561493	9595.77998141351	12137.515336314349	9885.624881130396	4194.552936510419	6171.191511186763	1964.752256330238	1339.860181249655	927.3227080254314	6563.078698023515	6751.293079224919	12125.999456301017	11562.245512007099	13888.442368947246	14484.181047613481	12458.244538576457	13400.48751346511	5424.517168410315	8674.610020497672	3784.5778110707643	5057.628126683554	6578.321503851291	3010.17649515427	156.4709366998662	13320.343679957476	14590.36688950385	9841.297213705195	1035.970470130437	6668.079328709442	3995.6411091542936	10415.114422313813	6588.608874768633	8886.520153122527	14392.121458470268	2746.9832843802415	15162.37624415483	7174.062423853919	10598.367736036236	5643.561320525729	280.79773527226655	14902.745820746015	13184.239230396011	13405.786951627511	12730.384236385244	14538.610464580588	13949.564493324599	2619.209291125412	2674.772901972549	14355.132255614044	9182.090070859906
nac	109.00860742881542	1193.8669147279854	1718.7638776093104	1676.0872359008756	287.6531873901159	597.1697814557527	21.930271935222674	7.264024306164689	2.4780604585993906	568.8982641561403	686.8548228511413	1785.614702045174	1565.4968784277912	1845.1191979330304	1882.8531954073014	1763.4891564885918	1761.8088313497778	412.5416512461855	1217.9699918716908	152.8031521281103	382.6820579134938	600.7425523207039	92.23209372848704	0.013880094078531132	1816.8803233618241	1916.6109820420609	1406.1199366751302	3.2987058258700954	553.8447422763918	200.5089857818079	1569.8409189814656	693.7641326407694	1275.035416061542	1859.3768939030485	57.545084493414166	1960.5634684899742	815.7293670839728	1483.1903383943293	534.6414023116804	0.09814094869474106	1940.7602383471096	1824.8331127710399	1687.958997649788	1856.6693996975434	1912.1200868397286	1881.2067839380397	59.3311845782366	63.319753972780035	1808.3192077827553	1394.6543372368212
metR	8888.342302013962	1581.4607001341074	6482.279358246279	5806.8806708076645	6525.214595714396	5890.093253562615	6929.86507689193	5878.479863087019	4558.811749910473	9070.859385179461	268.03480817686176	5028.039563419144	1323.2922995075753	3313.686882177263	2056.4984056435555	4651.7833153037445	8359.651183132839	5039.7275538277245	1988.7539271836026	8313.079683487855	863.3776453394023	8813.960367296426	3453.190831863125	4887.731672551933	9602.879543325706	9689.564850377541	3153.949029552812	7572.70124040036	6114.766326259156	5146.96888544493	1793.494145237668	3303.6000125586793	5220.628208491402	9786.038275040797	9896.148937137514	7884.005038572772	7898.546616850339	3441.050946280753	4368.234286383266	7912.244297645783	55.77881069295613	3314.039575372924	1960.1037268576047	1249.820707105107	829.631982423754	7486.858784223415	3631.7423519926406	8831.337951157715	2767.9397442082122	8475.464723227402
metH	277.58253842719785	8130.145445366445	1397.2774693820195	2608.7159162939115	1483.629986397501	2090.5781609888318	1623.3778515271597	1929.712518276474	4824.1808978982335	205.78647013980486	8241.325272211709	4018.0998057113843	8206.171523967932	6420.592770764375	7985.6947935006265	4371.712524523824	332.28449379715744	3155.8795317759673	8060.730788806981	399.43654684067934	8233.945067632802	328.4229718224364	6387.2217784615395	3483.420324347248	85.10602479732793	72.52597349234958	7615.663579836819	697.1220394054745	1438.1004917994849	3175.2423005597325	8061.341924991531	6589.390212082666	3387.8610414511454	48.18753865635654	28.82316501401826	603.0415205124701	463.2291936406078	7088.495562453538	4712.542911605889	543.0930239843361	8241.325272211709	7047.903591862093	8030.6824977583565	8180.59518510653	8232.052189937105	637.4504418211355	6730.122134291375	301.44306391130254	7179.920719970905	574.8242128739162
osmY	47.54380988876261	8304.965436521214	8092.370658947673	7057.240782907555	3499.8866502376977	5057.864758461173	8092.6826947253385	6078.794666321406	8152.19376624377	7501.288980029119	239.2720152924861	5701.808004172289	2276.912381927522	1091.9633470223325	6708.213208253488	811.4648599332407	395.2740765878228	667.1628113612137	6289.184207091515	139.59467626973696	1605.874423738027	4566.660230212485	2382.174589751137	1230.354014560109	526.4396690025612	6142.662474252644	5941.629352230251	3615.9308334424854	3361.9056947860317	599.6801252989377	3738.944357019846	6317.511975639603	1088.0462742350298	6909.393797760913	5201.15346385165	8015.030478142394	1719.7061950151058	1817.204475302077	2062.0242046974913	218.86660419662692	2117.4223516638403	8288.320582150782	6361.60522028578	1019.5123320422915	1720.4260974792603	2281.3773054668613	7183.697400393081	306.52893662267667	338.1279490723245	3166.4427641140237
rpoE_rseABC	69.47557132012571	3174.8934427460645	3062.9714747094363	253.02858181066168	1527.6596486685567	398.12571440922346	2229.446688983072	230.577079333778	2509.009422224516	1488.744979315723	2597.0329050533574	1608.2054488307651	2242.2400220787026	2937.798804952884	1325.35333774383	3320.8441953456036	2287.415614935114	256.0918455623063	3261.1770451378216	1345.7061806205872	780.344999765226	2774.9903411259215	2487.341841233452	2449.1319406140756	2699.9930199647315	2488.4087903010613	1693.4736876604063	824.3194111566906	75.65820657637732	3269.619726190677	3141.802106587045	2402.0736549304465	2306.3884311639704	1911.076720409824	2603.547732986901	2121.39167780729	459.4857648406097	2515.1377857056527	818.6310327346985	1132.6339094289783	144.20236377730564	942.2459406960793	700.1211316228308	2446.3811680681088	1199.599153843669	1250.0110805439701	1201.4241103628194	1145.3825014612817	351.4319308073687	892.8882209837769
ecfI	1847.741381859782	31.764448118186234	79.00956869100372	1847.3696883472644	1128.154673815907	1844.4938982192134	455.23767145429406	1847.5058470786569	223.31810258385354	1234.4721333339317	249.13791752279744	1099.0354927311655	492.6617932935857	148.776124732231	1542.2044659376477	14.023239701736063	522.5956537080859	1847.3711231919938	20.24191242835627	1347.3386778134538	1800.5542558709053	142.2262363702668	255.7820235705887	471.6118231922259	247.24010299031207	211.49213903548215	1101.9589071523287	1779.6414946348973	1847.741381859782	21.58996046953474	37.94816545441937	421.6055675726232	504.328957377102	878.6261761528433	188.5362230158726	640.8057577127106	1843.5989354365913	316.91926802027746	1781.0970974356305	1411.4853510416535	1847.7032478359877	1756.579880190817	1830.7972711257373	370.1462514398046	1632.238279304254	1562.5992657530423	1443.9087166356023	1526.5188737983067	1845.934834814438	1767.0407441517016
cpxAR	3.2196019722367657	546.1274199187143	530.7306626777041	455.4030771270843	225.60570102043863	309.41848027701434	533.946333767829	385.24652785732553	537.5940283943083	481.80976342284004	16.250722336245342	387.9410861941842	150.21802579806092	79.54202294757806	432.3939538191848	55.81135958166935	27.899021532009254	48.52871731170337	421.1366144479492	10.857978450693423	133.47687184315836	346.5546482169258	167.3474926775326	103.18855245663993	39.352109521915345	406.8640565022598	401.0190977935493	257.50417338393527	262.4975863746386	42.57086681638202	285.95065303487826	414.37469598701546	90.85511445087768	501.41768542966213	394.07744259805753	533.5299219498859	115.46758660229777	140.60479887761883	156.65087563508374	14.965347902545343	172.4335460808359	545.1800322574844	409.9198597299663	75.11935966313779	114.23727641505059	152.56024631228195	471.0934297101697	23.155040656597805	24.70966975106207	214.59512267682746
rpoH	963.5602201297507	827.6481750586863	400.5813961624623	456.23604501648157	711.8668654672246	620.5868547786638	124.62164378210116	241.51227958607492	600.9820802682362	912.2813100990338	946.1050416690528	874.9276062218187	299.4344947375602	47.746069435293165	178.0078932308654	796.0684356647929	567.9218962456276	957.6832328468645	560.7942869293103	312.02676329415004	100.07420670103325	112.02028686192541	930.7144058356307	327.4434973469059	799.3351739126282	391.14811400286203	852.3298209689979	547.9351840908789	141.10025588994225	708.8428256171308	424.53188301568275	985.3297869392325	260.2776072374743	874.3265574714936	957.6326767482908	249.7933646641381	513.9892797497764	677.1686028631913	375.22480550834666	32.97605434186302	805.738999580191	900.7138928265515	390.4145615267592	775.2441555832429	819.7372758157471	21.51077856013106	76.56243946860349	905.3691361299196	377.84131426716766	332.6789589531525
htpG	1876.3962552925348	2623.47705909232	19948.408452716027	16005.066185177473	5633.9470507658025	10731.904885926353	23778.713512458526	23161.77649752721	12314.968485818235	1768.463396066318	1518.2088227536608	1287.5606385048009	22516.00348441042	23828.07728785554	23587.92144919971	4761.159713911603	13450.816812338566	1145.7598275845103	12888.80366120148	20639.861157034276	23809.702167228406	23788.84513041143	1887.324877881382	22029.156583161595	3215.968489594914	17039.112600428303	2725.5748577997065	9115.196936718658	23732.825160075317	7287.085856932646	18527.734899737337	1260.2609839622112	22738.40286279797	2675.988383678982	837.4190507772045	23033.907555280377	12484.932544964764	7256.858209107843	18367.143689624358	23829.25009591655	5043.770038625427	1287.2693796644273	18983.726390380307	2495.622969389096	4183.499949160813	23829.25009591655	23822.148561864484	2203.011944215331	19394.47999212574	21526.517507603217
deoR	5562.382308755198	85.1617539077867	7446.234752457882	3798.939969264067	10124.099916121884	10846.126317047529	8968.785183688853	6259.732115331671	1152.3793812687431	3941.8244603577914	9373.841236042399	1711.5367387708382	10968.89200851526	2848.822487689842	1881.3739276815736	10125.770839757064	7993.017249468165	1370.31143931043	2211.099224466814	915.3603385184653	1415.235045475428	8699.75783022278	10116.851785227993	4753.505372701329	8900.058049512674	12310.433131918075	1144.9729348485123	1993.540782275878	10538.213756615529	2674.714105206402	497.3296579031349	3323.9952931039047	3495.9213849280254	2983.6669758212392	433.1518736894953	9136.405888811818	532.4516392801286	3070.080963955307	5358.828462246634	5177.401027496902	6709.514780462215	8119.652756775818	12221.23526081148	8443.351911700156	481.869290703745	8286.259397263962	5038.073405626336	4143.152177587125	4414.646028156951	340.1711207583785
nupG	3274.670797221953	5198.151901451627	1862.8734073251073	4571.194534501414	544.1387218917937	384.6585829021443	1054.72406333192	2630.931264928888	5173.814785555984	4454.672527481206	914.4282404563288	5146.819798666843	390.7671333340593	4977.967633975177	5088.646739491304	533.1275000609489	1844.5892683400227	5163.032981445635	4834.140359223773	5186.0652538397035	5144.67794970323	1224.6291307801648	643.7322671525695	3838.1207851584254	874.9176664970581	37.335201706602795	5178.05120004743	5093.066463587454	274.60481705078627	4888.807953013379	5196.510795102231	4951.767675892099	4547.577005961392	4830.1333921343885	5197.261149397655	940.9810652017776	5196.506551312197	4860.177377589381	3678.6225128768883	3506.952826263138	2295.635924369429	1501.6939508595208	68.61692152881277	1293.032784633106	5196.904123491739	1228.0242668413734	3776.696849793645	4546.207468335473	4236.627395724492	5197.752685680964
oxyR	2123.857843641614	1365.5485481109529	1139.1965616145528	173.4736278489376	2398.863199032705	4105.5519155969	3663.8713022887964	3184.376805567096	191.34041054800232	3752.321288992236	3104.5362072169128	4162.602827376331	2482.990955366137	2433.7312885483866	585.6009733101654	3462.9409679827118	3175.482764105481	1900.7071769342317	2654.948565136247	3395.2014996265307	2243.384397327784	3023.716662158921	3379.312580022104	4293.65210270527	1300.9224416081845	4107.88193736327	1581.1317750312915	191.88500888461	2502.0411477726916	2396.9419640573537	2461.422385418713	469.84516977955275	3532.77316883375	4096.27592337204	4359.583849520917	3607.7370505727954	709.0947400469057	2637.713037460519	1227.40158934802	2196.5080473086864	1956.733323437886	2705.279309583578	3936.871241299297	1774.7259618105618	4163.322864071466	1838.4647306561892	2824.6222852346914	832.3004028137632	3433.0363935612613	3890.182136285857
katG	1606.6430272463033	92.2424420232711	118.83150825093215	478.9696427084927	857.6994366051009	191.12138553395596	18.498513179857813	287.71336163365083	119.7487087463435	105.75154917855271	778.4691643526594	157.70970477645375	772.4353184290675	987.8601202164866	591.2475208003199	422.155734171762	594.2842783830885	1898.8074298841166	230.65077055012716	619.5554200225388	1205.431078483361	488.8624411206563	481.0472475999433	351.92147602405396	2222.8964391774507	165.5381629370617	533.9571568417664	2075.3015626574206	839.9350027925877	998.194166130626	740.4564302079988	910.2319852283482	546.3691607384795	52.248878858759035	198.1145428491479	18.83249473514173	2345.0873035731565	1087.5937072278527	1800.091301001208	1374.544605129573	1351.646159915083	43.988203203060166	139.2306765669032	1826.6679803996585	340.2206416184794	1563.1833107195864	100.8984724327675	2589.935669045776	520.652991850446	355.8250110246166
fixABCX	78.04065238257195	1250.8672281713991	1250.8672281713991	11.506998764176178	1250.8672281713991	123.72969458357322	1057.9871103992123	2.9811824910134095	54.51772570168253	1250.8672281713991	1250.3893858852061	757.6919160525848	1195.1843446749951	59.32284702771864	4.850449993452642	1043.2384119435305	1250.8672281713991	4.936204162255084	502.1683606710158	690.8040650376803	695.5578769952511	1245.6801027944218	1250.8672281713991	1250.8672281713991	58.20873386741017	87.38181472379523	1012.423923043191	29.41131334907441	1237.7223019233725	24.93415055795211	56.91236379376419	1250.8672281713991	1250.8672281713991	474.22236191065184	1154.33244368029	23.13388448399062	1250.8672281713991	14.73147236415321	1250.7788725428995	201.40246840860647	1250.8672281713991	28.48790002086231	818.7595301282605	106.05016698209405	37.54083179618267	3.741273311185754	341.11494069727075	2.100651102271557	1250.8672281713991	1135.8373102843582
