GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0	exp_25_smpl_0	exp_26_smpl_0	exp_27_smpl_0	exp_28_smpl_0	exp_29_smpl_0	exp_30_smpl_0	exp_31_smpl_0	exp_32_smpl_0	exp_33_smpl_0	exp_34_smpl_0	exp_35_smpl_0	exp_36_smpl_0	exp_37_smpl_0	exp_38_smpl_0	exp_39_smpl_0	exp_40_smpl_0	exp_41_smpl_0	exp_42_smpl_0	exp_43_smpl_0	exp_44_smpl_0	exp_45_smpl_0	exp_46_smpl_0	exp_47_smpl_0	exp_48_smpl_0	exp_49_smpl_0	exp_50_smpl_0	exp_51_smpl_0	exp_52_smpl_0	exp_53_smpl_0	exp_54_smpl_0	exp_55_smpl_0	exp_56_smpl_0	exp_57_smpl_0	exp_58_smpl_0	exp_59_smpl_0	exp_60_smpl_0	exp_61_smpl_0	exp_62_smpl_0	exp_63_smpl_0	exp_64_smpl_0	exp_65_smpl_0	exp_66_smpl_0	exp_67_smpl_0	exp_68_smpl_0	exp_69_smpl_0	exp_70_smpl_0	exp_71_smpl_0	exp_72_smpl_0	exp_73_smpl_0	exp_74_smpl_0	exp_75_smpl_0	exp_76_smpl_0	exp_77_smpl_0	exp_78_smpl_0	exp_79_smpl_0	exp_80_smpl_0	exp_81_smpl_0	exp_82_smpl_0	exp_83_smpl_0	exp_84_smpl_0	exp_85_smpl_0	exp_86_smpl_0	exp_87_smpl_0	exp_88_smpl_0	exp_89_smpl_0	exp_90_smpl_0	exp_91_smpl_0	exp_92_smpl_0	exp_93_smpl_0	exp_94_smpl_0	exp_95_smpl_0	exp_96_smpl_0	exp_97_smpl_0	exp_98_smpl_0	exp_99_smpl_0
0	0.8850169897309561	0.642432828782483	0.5636411621645154	0.6649625251005022	0.6029539215181854	0.2872058968596945	0.0076709900142828	0.5575235327363328	0.12379719247078906	0.6261151633687092	0.13638363348739688	0.14246269937184858	0.17643392623164283	0.4160681747725142	0.3369401883850099	0.7905599051146238	0.17227376927471055	0.19916240585070136	0.8695702552451757	0.8088119093593581	0.2378850822901361	0.5995320519785567	0.2664565882921342	0.669179255239414	0.8900638658138793	0.1115917121386099	0.707229766088062	0.6589076344166002	0.24553581426875729	0.7588871429340273	0.5384459866899742	0.167670930034704	0.15501874114168712	0.9115554975279561	0.48155982078955384	0.044608623389101806	0.6657436427875041	0.3355447493696792	0.6747383743998359	0.5363434382624229	0.5763089180606379	0.4881166674326427	0.9850326191674015	0.8661192591649297	0.6073051133130002	0.5003301370379273	0.5707848264639569	0.8149024030283739	0.9013050134238213	0.43442584522619176	0.9433172951946793	0.7914055381539693	0.22309373724486933	0.25829783301580866	0.7898030848742185	0.3794001832919963	0.5800825079698658	0.055470658994226416	0.061587315355152945	0.42863725802815494	0.037667850583172756	0.37809516287710426	0.14642751874965204	0.2865497207064396	0.7400433761196034	0.09273856475895294	0.2569245455048426	0.9659486543931756	0.008588726677578233	0.2762702205433584	0.625183878025121	0.15096368516558623	0.8679449665018671	0.38251661102035006	0.2903523309967655	0.44021568032571934	0.5581938195283014	0.6853979751026001	0.8378570702661925	0.8691203045123651	0.5927056266794256	0.8583823683034107	0.650973885301325	0.17989760538734476	0.8278458625783142	0.8282830354634841	0.5013894397462411	0.7274918053869952	0.7802561158705498	0.03405022279511863	0.4700298045932302	0.6500001623772389	0.09199018707117874	0.013394949989213006	0.24455277699028719	0.6464495890918475	0.5253969380627264	0.3000852328742749	0.8473089096103195	0.5188628246896065
3	0.05006898853079224	0.19760021921974963	0.39511372507441195	0.20682419727956308	0.2314543151285441	0.9361737700200321	0.9999995	0.31176632202415366	0.9980652144496404	0.28899513285097217	0.9965035664176266	0.9968420170171682	0.9913715046220363	0.7295967032255279	0.8875480764662776	0.07937344894742147	0.9927324169921385	0.9833812844065798	0.054079135134729506	0.07880545403933722	0.9364786080020635	0.20437048698253443	0.9657633943072459	0.26630645727592805	0.03803771241365683	0.9988746560835593	0.13815191870980006	0.3288933956216137	0.9660532191896635	0.09624445516916728	0.5103670886144428	0.9922280368232742	0.9920385007682675	0.05359057593042417	0.5411504976546084	0.9999820515232085	0.1682861162597858	0.9223083740454591	0.2652267440326142	0.4211717268231149	0.3416699911435005	0.5420378330308734	0.003109403470509142	0.04605689847569338	0.3454144033582693	0.6189648640742352	0.35035221647794945	0.05607266340663723	0.018539792402292164	0.6271650636536216	0.02001477117620237	0.08054048240109446	0.9655818509840612	0.9353543135826233	0.07802349279219518	0.7992865870817699	0.37333450065666285	0.9999629780464172	0.9998855261459816	0.7373060209147978	0.9999995	0.7957039951858292	0.996284485365045	0.9002390938803888	0.13400354382291266	0.9996549204246336	0.9646615780710345	0.007874517944681043	0.9999995	0.919690655919934	0.2648217689337705	0.99585705524232	0.0463030496762697	0.817535124031146	0.9601008349380353	0.6308932186542107	0.3141953567957628	0.13226236823140944	0.05914192428795107	0.03287614124748384	0.40216698526409617	0.04329423576200176	0.275349131296772	0.986069737001407	0.08455844794257922	0.08224520711875208	0.4463319040502089	0.1058741661321462	0.10640747690179375	0.9999995	0.565159820958088	0.19010346711135953	0.9992384033083147	0.9999995	0.9000649586157935	0.21993229954019328	0.4837370721190686	0.8245557360539117	0.03346327882288749	0.3798079351282279
16	0.048884322502120665	0.02017925482628966	0.2268424860234898	0.06279592098224826	0.0038902993537139937	0.19149713946378236	0.1497262052451234	0.013569385493739396	0.01628552944880261	0.12674809537830428	0.12312919805951364	0.6860471157443445	0.4312851927945362	0.04602552737290884	0.09123754770336191	4.358985290319194E-4	0.01321240494717242	0.139496380174837	0.0986243438185853	2.4928991165711105E-4	0.07750962332206364	0.049954493133552824	0.060595242908156606	0.05222465735974138	0.09218988597020657	0.28726013966695496	0.018587973980739525	0.24604974150663853	0.1920952543020609	0.029683593782171107	0.013427885745173805	0.25031177889609546	0.8618655457010411	0.0018169046373322632	0.0018875057548388755	0.6869068842523006	0.0070410742972427595	0.7238042577910578	0.16865178234191283	0.04669900725260794	0.3349237321339845	0.08959593258825925	0.018040732528016728	0.050018152583747234	0.18422426229138586	0.053025037798781205	0.009881284147255575	0.0016847697733819568	0.026355836503570058	0.26580545724757904	0.06255318356531879	0.004820467874779723	0.10184789007947577	0.10176770177927993	0.12335228498159241	0.22567183343100342	0.3687005199388933	0.045578462623044165	0.163829533306308	0.04021995485625114	0.0052070840394845535	0.016970733848755998	0.6974354704699822	0.08973462169026236	0.00535212814298933	0.9996203980732309	0.03298767832313491	0.006899821393497514	0.13977005454608263	0.41053382483101786	0.08999697232662696	0.04499168296945368	0.0018373610838431395	0.052277271798649806	0.11300577550270542	0.06872238728173144	0.013367671387908097	0.0165690780110652	0.08862959174582184	0.007623081776088537	0.08431163698818257	0.016109371285100996	0.0043871048131227195	0.44994818731448305	0.03835880584165928	0.026466534544565216	0.5290332184713427	0.05077007858163618	0.004333122125555803	0.08447179292670065	0.03633521476859836	0.09445865170176927	0.12229361102236078	0.9968975389058972	0.01698829001759213	0.025859561465689688	0.08654071873756772	0.2372810653186661	0.020896063052768914	0.09345888801893287
95	0.015248969729919301	0.022746560396198805	0.45150979368347255	0.11112785034039223	0.07525358609768812	0.6392786433174652	0.01893135133685139	0.06862516551257307	0.008243488044144733	0.09243107622652055	0.09885018117204875	0.03868578390265061	0.258741587275865	0.41200630112386577	0.17221782800840443	0.029236118387212007	0.45154153202047076	0.1796386690844416	0.04752222063595048	0.04174964314949986	0.17782396884581123	0.00540498844551111	0.05658918079165355	0.00401166121412526	0.08200521731280759	0.01701819672873808	0.012854592862555888	0.0976170967943829	0.028635239403021998	0.021349635467944227	0.5016228679068294	0.1634909256922466	0.021775373773028385	0.004053482565051601	0.05168275126501674	0.2422155497244029	0.031221536987620785	0.03905984692052782	0.008506303766709845	0.187733680530053	0.08287430866734051	0.4442631149019582	0.06601449734885097	0.006583601078981671	0.007438746297737328	0.3043960905772652	0.3035624203325638	0.016983453079284776	0.02365377048423903	0.0644468679087493	0.015857125186188537	0.009130885066910123	0.014721408711502001	0.6489178775792999	0.12232458055739137	0.08977342599480699	0.03277317987959386	0.12007307810012188	0.23951101971953165	0.5631969048098026	0.8502411677487567	0.014424681123876277	0.9679958603690383	0.012494740467305407	0.008002467679172117	0.1145818047977891	0.1821209789547221	0.008036994022210009	0.18364182070567903	0.03821968244393654	0.07971740238808753	0.00282432335695698	0.011857958137840515	0.2997603541653277	0.028461659393935575	0.02187959671718473	0.3869047946657068	0.10119117880721296	0.0414711934944811	0.0022539827603481884	0.2255552661042771	0.01497275441705918	0.24594508414824406	0.20481878471412604	0.010891693909754148	0.002631559287173716	0.009718378454910569	0.09060646255103255	0.17202471582296516	0.0025717450259273235	0.39356425296391057	0.0037162932376870973	0.6121010647283257	0.5164540747041793	0.012384787444632877	0.06552088385677439	0.008497239341647344	0.014611198845414897	0.0038954214784789483	0.003058686731380352
1	0.10685492980002453	0.37726375620676394	0.10867566523204389	0.3755048744134297	0.8069023113208281	0.5749958123054448	0.731503893018257	0.9358614292459446	0.9033394284718237	0.5483520341617225	0.37705453928429145	0.392074266636972	0.35694217185793575	0.8668349198868204	0.3526073345450897	0.968849467649345	0.7105943910739807	0.6500005482811457	0.170564557648198	0.9857265285573586	0.6705387465140922	0.21462750108522763	0.6500002277023876	0.638665154869875	0.158433506008899	0.07244309643880112	0.7698026035154208	0.3879997025591103	0.6396532532718106	0.5114938108430778	0.855171947742107	0.5512480797100499	0.211844890574778	0.6231253935718609	0.866640268212816	0.34064442594661937	0.9711680308578544	0.21700845756110254	0.21164116598768204	0.34044605893434665	0.004953381142026382	0.01382332912304176	0.13635401014848061	0.3092353863465577	0.4882743846929948	0.7893510574841155	0.9618397830389723	0.617105649458801	0.5181185893338427	0.4979740905636996	0.03305861334804922	0.7659524537649899	0.37702594101918735	0.6928434880949785	0.20042209745524373	0.22762074206319538	0.24667490239107714	0.9138392821556618	0.14952973205856068	0.8519882828787539	0.9811994136884995	0.9378214576395671	0.2901825971950494	0.38383242860456207	0.8283401625353758	0.018124709216969334	0.889025349211766	0.7472298601609948	0.08825989610791993	0.28579956080546554	0.4228857594078156	0.9494904838701265	0.941214606258412	0.861199451340963	0.7872112127191162	0.796669032444258	0.9909858433178454	0.523171981034756	0.3549777328138648	0.40564297044040887	0.07770637043810845	0.3056441939366982	0.8135812365968456	0.46850981696366606	0.16089195273618834	0.6405378778986488	0.033298210759566446	0.35014832444524435	0.873303411042775	0.8228751337669696	0.6365311058143247	0.5050552834015481	0.5547395067438579	0.1323790392128926	0.7031533732913231	0.5179332957408544	0.1777768700754941	0.498830990970273	0.572817259536985	0.11986162126334567
35	0.06217066152147916	0.5237625850018118	0.10068371053688953	0.6940301905328421	0.010121526200547206	0.021754389105704965	0.17254113152384914	0.06189408347308805	0.03200980435793444	0.11112344240941388	0.1180732930779059	0.03825106049108574	0.7306287391568829	0.003573807827160874	0.04325328656725157	0.09205487942478083	0.008485167747941147	0.020825906191634387	0.054920018421593525	0.08862810643104171	0.010327343361206298	0.5274132447755572	0.32677952801328985	0.14688343125911407	0.4301723062062342	0.059147659085746075	0.021088906705579596	0.038321117152516085	0.35356373196602137	0.023340068971382952	0.07130489387505269	0.018381083079363956	0.9729782069763173	0.21319560652911163	0.09173529694167842	0.5078165200222	0.06792749529578117	0.06642093250392457	0.9639665222093201	0.04456671480279307	0.05246637641584764	0.5499968679412455	0.05051550502621565	0.04736732102817109	0.5412496376504934	0.006346319933974181	0.08216051534547558	0.010908120120574905	0.022464167192316507	0.022179356348835062	0.049258768010716596	0.005897612369590656	0.4936357485751686	0.21744782784384076	0.9788798134705197	0.2882839244465251	0.9458382582991113	0.018882658445353445	0.33469395489323467	0.0036131344023853894	3.0472377078069276E-4	0.09611186129613047	0.055794526094213086	0.20162697729513837	0.08846752402516005	0.045155315204381284	0.0036398435670870577	0.054400030565380494	0.9903620914201934	0.8319340441723884	0.055570187364627766	0.09172626788496291	0.08881440488460372	0.11487577652099233	0.01025321949214375	0.14567674607290382	0.014778814329358656	0.029087627841592363	0.5078247108925698	0.6578283251740672	0.1992586511578059	0.1205136855014065	0.003743967090345468	0.5634820150978628	0.9890798817507935	0.017296980614662803	0.9989375251259476	0.4839380681885208	0.09396932695374782	0.161632657638556	0.007588324998146603	0.4832192414530635	0.016077148616073886	0.9919254110660793	0.008214082953852873	0.0263158318526312	0.09840360514352169	0.5022530820334843	0.13594663596351125	0.9898423962960329
44	0.11575653025299062	0.1416514371076156	0.9431305843665524	0.06488169014246274	0.004494109853254189	0.012124898540462859	0.003157366106517906	1.496129788239921E-4	0.009402269710326962	0.12816525218998642	0.019995696484565638	0.23217491899984286	0.09015465795607638	0.07118040944471396	0.7991080315877502	0.008988620537392127	0.004948873973469314	0.04621209025988322	0.05581715617190319	6.059353936440869E-4	0.034267869715192044	0.15379037238447418	0.23502921696865875	0.002159665131560802	0.744946573642374	0.32992484246441167	0.10523374547486004	0.393242241891462	0.14420745109641717	0.043447997581065906	0.003456271327430496	0.2400815240477535	0.051881252791340954	0.007912231961524005	0.05551626605219919	0.43585401500840776	1.8474784494617872E-4	0.4163282728679658	0.02638792031557831	0.015160896530122057	0.18613100053372528	0.7553649994910547	0.18230659808227476	0.6971973174735466	0.01111251867037347	0.03897337258317832	0.002046467510937761	0.01925434737885995	0.24946046537314512	0.33413367351929646	0.030367007830755896	0.05906377397091121	0.01378181852063537	0.06278285227826694	0.4192377790226136	0.9482301703053106	0.7521040896984295	0.012027897549250691	0.25800970144095714	0.005338355233086061	0.03209572890804182	0.0022624179092563174	0.09859779835418368	0.012880693008378456	0.012061711770636181	0.05878015196605608	0.01336100631915006	0.007169758248685355	0.21383675026779542	0.055216687432365685	0.16234274679693084	0.018989847685038263	0.04077915127063804	0.0017366779954680537	0.0055348655346262425	0.06490244730923941	0.026200941118439246	0.25167712779197793	0.26085823036435646	0.05550899395911276	0.060136309479000456	0.10307561291334975	0.03045079846094944	0.2117769796896255	0.18036599958417382	0.07896972424921267	0.01837652487045599	0.12139649455729964	0.04945072052343549	0.07254846761714714	0.015404100502649365	0.005657556072193487	0.18073414556436887	0.6931923067177546	0.003719421923106635	0.06988511949893525	0.29229770058349325	0.004647357294711484	0.025087893094531077	0.07469221387298222
97	0.9955128535691169	0.5797355665103098	0.5132007380938547	0.2830877755260048	0.017911191148021508	0.04653031427056316	0.08757346348989495	0.022477512300597833	0.0403184295537824	0.03392489512236913	0.6091212961589362	0.0662497487817906	0.5333243909156907	0.0348339617309671	0.08150592988488939	0.02928404784483557	0.02138454263146946	0.02634169378452348	0.09629436064228263	0.0023321810609620353	0.11993793403967244	0.9269008801887486	0.1625745565418676	0.014885829352394362	0.9702534558023725	0.2074242620490289	0.016179803503625096	0.6426376772841729	0.12875013892408632	0.306546585033829	0.017391463068542983	0.03696908182880686	0.9401280235582681	0.012348247499648145	0.032525268435024256	0.06722683171937391	0.02464694398019745	0.10254839242915223	0.11975884306134439	0.09884537781408619	0.996557067537931	0.4971401386975453	0.937182020681804	0.7674619137762068	0.03795080144246029	0.06302292332520575	0.014159236722732395	0.013494849386821394	0.10951005653231977	0.03339479478462863	0.11860594189807804	0.06585759294713103	0.3540736145636548	0.025156372591130523	0.24805541576576126	0.18722313343911787	0.9065833853050302	0.02806482517118901	0.2105402850575269	0.021279555528288824	3.4573151530903996E-4	0.03203324298951627	0.039067874593626706	0.7279122036394188	0.032037518214609116	0.14368082587924993	0.036601279522599506	0.014619674891665388	0.9815551333299422	0.771721576215602	0.262035852794759	0.004729637197841412	0.0045629822965020965	0.029765880291448214	0.008946874718452668	0.008898389438065724	0.01786494290864292	0.04578458204346361	0.1212131662442925	0.0820257564674138	0.1205205796904409	0.6608409408979048	0.02859905528985887	0.17191327792377825	0.11974002343374379	0.12674030681914125	0.11440027351630463	0.15217463871079245	0.012840576404396833	0.05474729777222003	0.012664069729722087	0.19842694845056089	0.02299388334094365	0.27120485176170367	0.072819460602728	0.09707907417345235	0.0892347422280683	0.11204972588994355	0.06271852700510654	0.9942708671142759
2	0.987761220062631	0.854221261115268	0.15106654389957214	0.495611884274647	0.9033695130894588	0.39388989676045455	0.6393621505527516	0.9905270828719402	0.9792892729973848	0.6061666739277993	0.9250647910768437	0.6723590849587342	0.7953046447013055	0.269837252582276	0.2249597295804116	0.7821563574609605	0.45040088095551434	0.8465346367680389	0.2522139665482844	0.5816982318793595	0.9278327011635432	0.4096833078730969	0.011746698082979762	0.8376168590371784	0.211640194946866	0.6664220038446739	0.10989194178426882	0.44905736345721425	0.414351598566683	0.9213360449166873	0.09294566085823072	0.14301175143559533	0.3127824500303513	0.403624019483853	0.10420434958684817	0.3659688395312293	0.8764099235259213	0.5318138774692145	0.6186957558658829	0.7052765214928403	0.8930462344446307	0.030824811763081262	0.0939455266538579	0.07515998301208492	0.6041321981207952	0.5292243403658634	0.3415979145333625	0.016710327051790142	0.3927312601942969	0.06604970811158935	0.6428194058032526	0.2629132067395909	0.684995781482084	0.06806577339138967	0.25532277731512526	0.06528155687378662	0.2789429298388624	0.7738169220033269	0.7754320101607038	0.11607578130440961	0.23096138980675665	0.6530499871659758	0.11021798438121715	0.7500330803572224	0.4876299765573621	0.2945582268723555	0.7170982587052099	0.21353157602524575	0.8171652993901037	0.3817628693355477	0.43097516469887526	0.5637260484712905	0.2272807779473144	0.6113578527489313	0.5046476248237922	0.4767393125696838	0.146984288215583	0.5142007967966644	0.6104741558702036	0.764986919615662	0.45594510931429083	0.43595697445526566	0.4082632894421295	0.53698756045871	0.848819021396671	0.6180902102882337	0.7145060332364334	0.537690002129723	0.13999963129308893	0.3616757678584887	0.09913904939656114	0.9628714992770655	0.34348863153835657	0.32223126502074884	0.7943390688497102	0.9059459725476976	0.6959868157431243	0.8614818570591217	0.8786943588220626	0.0926855685860625
23	0.0272052143321505	0.017438928809515756	0.9263246432181658	0.48201617233663574	0.03212661258471163	0.8773629345868214	0.07777065277890993	0.024736097100190604	0.0062960431527473455	0.25664207264414857	0.005489991527157561	0.1668695111577361	0.10267703218478831	0.7413678595906353	0.2757067630977178	0.014074653574923109	0.24203612286612336	0.05029877239697185	0.18740269919270353	0.017910071385148125	0.004274201418397229	0.2590784181692609	0.9999995	0.02206400548994514	0.09124771109577061	0.02351983576725179	0.9992377128491534	0.2846785166371735	0.11639385424553139	0.04623643007732337	0.9790025854667807	0.7343942196726414	0.5537940416022231	0.7790574021585281	0.3455468143999499	0.2137625869532417	0.004938666009800206	0.44039053345961704	0.01992007052771815	0.17757705417848618	0.06062708680594883	0.3226762418071246	0.999627342755261	0.21401851524002527	0.17773580014287513	0.4285613066219643	0.6517423625115253	0.999879429748535	0.26063666868759067	0.18219621289407345	0.021275930518685305	0.9598071668232263	0.029144646365588812	0.4250115163086404	0.29602339915836123	0.49899863829972785	0.9460257197505062	0.06044810509366108	0.13702255002147395	0.972566743410975	0.9769786458960193	0.1730557102407972	0.1903107306512635	0.04143756166586373	0.48907700107594476	0.9183301387740123	0.1881593274205834	0.19220200518473568	0.02732659873951946	0.3023401077165907	0.4597856897767159	0.3071113471519965	0.9774939755385871	0.2684527578069898	0.10581828285234522	0.5905207616389823	0.13811236015676837	0.2657324962348729	0.21663703264228637	0.0912088610457736	0.49519007189465747	0.592015199729029	0.436895407332175	0.039283112291277164	0.011728332158803131	0.23487673518313398	0.1427423584552531	0.21180842105103437	0.963263562784195	0.06568190873772123	0.999444702405738	0.02258652654476447	0.8596279586625775	0.8646896235211236	0.08393006515081664	0.05547576900416111	0.12701302490618657	0.06076804340167797	0.021623963228778312	0.9858287066872653
