GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0
0	0.8305289218535914	0.44585915265960074	0.19627262050008396	0.9220137096845276	0.983680829710845	0.7858762335889727	0.21862482629350413	0.040822199941978915	0.8260640828871997	0.6907062367624766	0.4661350046928378	0.3758426949638216	0.14072185707169557	0.20474216256300765	0.009803502873531503	0.9401692671686059	0.6690094040091328	0.4728792079613835	0.1273225123971234	0.1322907412856847	0.6418545194224488	0.34324210375482944	0.4100048930635432	0.5447462496489556	0.31581745201421485
9	0.02836062704516344	0.39075887809377763	0.9447240281114208	0.01134322825853712	0.0017319518670870038	0.0467936284736892	0.932935579581602	0.9998953135299681	0.02125750882881121	0.06622267750070417	0.299030947732778	0.47287125975520633	0.9871444960800088	0.9433286318433489	0.9999995	0.006842598650812703	0.08771022857704038	0.2932367573330597	0.9876905689145932	0.98642733230909	0.10124924747568247	0.6974527129112811	0.4799204650112062	0.23702601341281537	0.6691874656918809
1	0.1314767938248747	0.46743704393636515	0.6235717795856893	0.0667133660589344	0.23381136711840975	0.17506245426480832	0.4220926897299631	0.9923827133541804	0.33391283275840916	0.018473747332929412	0.752592491366336	0.2726490942371532	0.2573465508446711	0.6096773281683713	0.5797643207086668	0.29550557957136925	0.9804871207571431	0.5597533103804077	0.42279786371528344	0.5663924788764045	0.5990221838099639	0.7058104463738609	0.22855790773557752	0.41099484390350294	0.49309210627490235
16	0.9587481803861662	0.30604403208126946	0.014570896493341558	0.9947087977601866	0.8685595365650804	0.8965639048379254	0.024461950775459103	8.620984197326585E-5	0.7206559078401886	0.9997013663596165	0.12765406280430172	0.4532979037909573	0.04363548246861856	0.012085980509644247	0.011352468451309482	0.6909417731741759	0.07396718052140117	0.25527179465347694	0.024860529590745476	0.010761568579306003	0.24629741872046648	0.03774751124695328	0.45923511834192227	0.43346656536026285	0.06271052656025793
2	0.9875253734782744	0.3017199937708815	0.3813846290347862	0.5864472989196273	0.4014350037379564	0.6589697213680331	0.9092186801642855	0.8684889558070151	0.3877829052927925	0.2646445366474759	0.9320187936336611	0.9033250510882926	0.8239652305502205	0.10954829275856102	0.587457159351087	0.6043001359587762	0.8704140125076499	0.45708498095072725	0.5954634038524521	0.09524974572591156	0.9754172027044491	0.6528248536912512	0.53071670029256	0.7949033604089063	0.9238004990313726
22	0.03147569581932712	0.0471514656699946	0.043740306294389936	0.3526340002303846	0.01352440225846305	0.025104215315664213	0.010848008160683454	0.08723309524526829	0.47478990440022817	0.9539663726959612	0.020541486455551032	0.011246578514694324	0.027051128273288132	0.17201899702214962	0.07202519214916654	0.3521578202677399	0.02013588667034233	0.3452467056061195	0.06029292846014293	0.046932015705213555	0.002620536129171222	0.22907390935183758	0.09491868000582641	0.006086749640434995	0.044619497405832785
3	0.8307953147293909	0.8050179133144377	0.4786436063348593	0.18385295697123352	0.024539359714423614	0.9960994581128662	0.36585226247109903	0.859024448073893	6.030767164629066E-4	0.4262508225853315	0.149401951146969	0.4457396392545421	0.05506078292201949	0.1458967321150785	0.8588267406879467	0.6069092774476386	0.7053878009460949	0.4161008345834946	0.1200893167396813	0.8045101371461845	0.251886833734395	0.9875999701372111	0.5175854969871926	0.9872211453775317	0.8167252788097983
12	0.08590009166160884	0.0586107313576879	0.5671189453630396	0.9899329190205898	0.9999995	0.0010028605761033228	0.8605576724195142	0.032074618244498046	0.9999995	0.7646525733530466	0.9973829366692353	0.6845948914011867	0.9999761419801712	0.997600100472228	0.06910730547137557	0.28596658467355474	0.15852652227448133	0.8232133514061719	0.9990810102816777	0.07988215810841183	0.969991140136424	0.0032699441337618834	0.5404094975195053	0.0035673744193920917	0.06495472058074477
4	0.3391564944426117	0.6477671094311601	0.2696100870469664	0.9929653916234773	0.4802508199851701	0.05651702025233222	0.978777967753711	0.6765392599714828	0.4778079594871227	0.6499999171947685	0.9747557928135151	0.33694613830150016	0.09467595162233873	0.6720330382593737	0.9143907313212437	0.9328405571011533	0.0788994940295938	0.40193123948353393	0.9404936116432044	0.7898158869562735	0.9715071996447927	0.3119709507153901	0.9697514702915669	0.38697555909474496	0.007616982959590683
10	0.7835282175080976	0.12878987376944337	0.9142999769715009	8.92145501450004E-4	0.35921610094466894	0.9997304634932555	0.002535402401673762	0.11455151389196264	0.40588035397178684	0.14297846907681216	0.003604045322763535	0.6478777839382431	0.9976453071134225	0.14355939508813595	0.01256971122082013	0.009502976384356316	0.9982583223852634	0.5059436273293959	0.007952398457521773	0.050317489398222184	0.0033857865469401464	0.7006750872619855	0.004520542607753098	0.5866299445596651	0.9999995
