GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0
0	6685.346971153184	575.403255425487	2025.5373868337674	466.108942454051	3196.1409276455997
1	358.7710059895301	3223.9044629954774	3098.5589404572615	3223.8131891218136	2137.470191598928
9	1853.2967849874308	1782.324364128867	1755.1095085994232	1690.4722578112314	1946.2662959206752
2	378.7717586450981	1806.1440389243044	1642.6233395037111	2217.5199164212704	2038.4554139628804
5	38.468979345878374	7.058828672798779	11.346610280236346	2.323251637705104	6.228777537786524
3	6706.379800145535	4544.726292444738	4031.1215143394984	2734.932748349265	1407.7224395097505
7	3.469574065734084	384.84855843331883	476.21532166815035	1784.3092559853978	3888.877841515047
4	284.9215675010442	336.16859812037933	295.1510096691265	316.4912099572194	29.699699215276237
20	39.88040301775038	18.138698970967678	54.983625558582155	27.023165439214505	48.90345211585147
6	268.3009420506542	11662.129228329028	11475.991050653347	12181.478513006716	11907.088524674378
18	116.74968514711252	5799.0815213138885	4583.549082571381	6609.092996638698	6462.81813881371
8	377.3819583613779	377.25315999597314	377.12076802535483	218.4102345222923	2.544605097575771
15	13.30285527015118	9.749672273770614	3.6741005272475795	0.5924881199947543	0.010094086450099134
11	1599.5184130292755	1604.2584086316604	1602.7191421077316	1229.5960559738303	67.21845038967183
10	32.16788953182497	9.919471677126255	14.594444896967259	9.124892558472943	28.422468897419385
16	4073.8232200902885	4102.980250585615	4093.266691879938	4106.528265480941	4086.213523365237
13	5666.316534849737	5666.775014437841	5666.775014437841	5666.775014437841	5666.594280148776
23	11.23194034886501	50.50628734294927	34.47709262224759	1.5249764883633898	4.924647893726228
12	3572.495001234169	8063.1726758113255	249.71345693222486	10455.950381408553	2236.722446783331
17	1914.1534722795172	3761.6886544852455	7.6909004619653185	5276.896847709978	743.7030620243344
14	338.5785814529931	47.97965543804625	436.62421039068124	554.515641082751	917.8643941417407
24	19.459501480092804	23.913163768014314	60.14012266426104	53.33113826173368	1.5351389541046687
19	2568.664425497353	1791.0499049289708	4334.296412015051	3927.836479805677	479.3724725285109
21	1383.7772092371792	1184.11936495775	438.63485100708976	796.3088849331972	2016.6334538311637
22	5435.444105569044	3326.513060700124	2581.6109133097902	5659.131765407356	2580.322543426258
