GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0
0	12830.414432876934	5523.142663702072	2626.0469750168413	13067.493786643403	13412.490310931335	10865.435795770845	2615.033497692706	547.0355173893114	11650.779597029526	9373.118335955629	5808.450093902018	4035.6681294259292	1911.5159510284582	3353.409848190459	135.1710086045916	12610.36330498929	8854.075415591142	5630.295096180938	1634.5636119859162	1619.479580238029
17	587.1334550964552	1102.2242258990511	4462.647499141083	2.821603592156194	562.4560259858889	1278.1197215823574	463.0843133668987	114.52641566989755	408.65037260362726	48.1587381322641	56.325058313626926	2987.901209805744	2837.67004578678	964.1552473757939	186.651500379705	3.08806795320942	1814.6106267480918	248.5837068810914	338.02292449074406	1072.954281383995
1	109.63736872998717	386.54867192341106	582.0025650964703	43.39937988421333	196.96194715622337	115.96410942591396	291.25088754769166	765.9016645806183	228.89435332835362	16.69048055946896	568.6083630456967	234.02386714144018	199.3769398984981	358.9343696573706	404.8523546365258	208.2828374883314	758.6415454737767	436.87375545324915	346.87452119463785	416.75614904098813
12	461.9730215438804	444.85399130693673	35.23802772978836	1571.7704735192929	98.38840483340829	424.20983068683194	119.31409333848971	139.396200060733	693.3786021689341	1575.2068809608227	364.5818561101442	157.88100969467814	598.407408048629	691.4534481064945	882.5843996023772	1463.393753233595	7.904881118533479	813.2721837258417	826.5371429314033	18.893755996681264
2	12816.56596207831	3439.377044535666	4512.946325309709	8536.621941419031	4976.106667744543	8359.928373799856	11801.325844239951	11363.575830377787	5129.7346954124005	3408.076115818774	12405.176529326574	11437.032491784574	11452.194143160621	1643.1574833950824	8203.756246604567	8178.979561182414	9634.632178325628	6127.353341380739	8361.741673692926	1321.071098089386
20	88.05654253382582	828.3356791919254	739.4575098893508	32.00150791095343	20.395911355019127	361.19064004402	44.4875937524434	185.60135270244842	111.2298320322742	1342.7683467415281	2.412564824278805	127.68135067105942	4.628173421321716	89.15708618003757	170.95558165323422	562.330986754836	344.29813117098183	255.17871053852292	16.457464081639497	2254.1975505741225
3	5413.7575347891025	5386.955625553786	3110.557598335784	1183.4103446077136	160.82982570283733	6767.677529820174	2351.3352032176595	5461.358300799016	3.76884887598813	3145.8229805323926	1072.013133796696	3519.3670721724984	405.30032571738116	1189.7295297438147	5528.207140425121	4088.206746087694	4331.7189652139505	2833.72862770944	803.2355664485355	4875.385032705095
4	518.3517792289045	806.9900075456301	318.9916832340491	1330.5537518978463	594.7452928417187	83.32387075365988	1301.6872877282412	870.949036083507	740.8400946842946	880.2798834362861	1311.5582109603395	418.5038344895974	165.63687989488423	720.0140115072846	1243.8680340028855	1224.7273709835613	116.91151021595591	471.0656971819468	1268.907750730552	878.2140555221346
13	529.3114699469417	582.9240405438959	342.88157129703546	101.4827632497576	37.07871049237967	676.4757912764843	24.79805501901581	713.4462112072883	144.34682276792694	189.66787816205925	573.2620227681531	153.6887068752539	2251.5954418860656	141.1794870892251	222.20841547764297	54.86595974061203	1198.70788839336	81.15846262254358	20.840887901457393	343.99453686126867
5	4044.486892703717	6485.17786290059	5182.439698112766	12097.122685396507	6350.955638824079	2818.5342031924606	14745.360618514454	12739.53664584014	12025.290051682447	12827.338340784052	11298.54710150339	8372.345192760526	10807.89782684475	1610.506529479149	4809.032031126858	12891.485306172419	7849.610455230807	6554.025301860192	4618.471557757262	6334.930075630272
8	6492.76290839491	4605.724366256802	5925.939758782455	559.2422914946699	5275.659395088691	6848.557345487498	16.425152129245443	503.8066821006114	675.8097877905113	327.2711587700316	1048.002362054495	3009.7146759672814	1225.8335869527834	6988.313022359493	5067.24152442543	842.2811938886215	3500.5040718916507	4937.168288551121	6076.3490336685545	4572.422048910719
16	522.3166814535161	333.6108749832537	594.5415259317524	5.089793767075206	127.78489625248369	747.0738992168461	1.05460274695293	5.960454095511558	2.474637985292809	0.6426011499756719	11.661207000484335	93.1417301640326	3.668582947133888	135.49517500642034	196.77761291981733	45.10099218374294	217.45232452926473	22.22665394520652	577.6928793749224	332.8706549407847
