GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0
0	0.814480200431289	0.06096401142830781	0.224829337784464	0.05610091651032662	0.33380755221342734	0.6861674888021584	0.7776899709945068	0.08752653847854615	0.946354698480064	0.5320751180071878
9	0.18381518215312775	0.22080459934488111	0.9001733129219643	0.11792182963399074	0.7445884231462029	0.26566244074766043	0.24359986921476384	0.32435826362478837	0.12301544061309544	0.21156146236064116
21	0.03471629513902975	0.9987858099820466	0.8619462940207825	0.9988163038578267	0.7072244751015917	0.11788257758024784	0.0670799842629785	0.9964507291398719	0.008370723248572022	0.29063750286938017
1	0.1177216013836449	0.6075927551306497	0.5411692173492605	0.7238003407066946	0.6528535381777626	0.7616002786906483	0.920325488557909	0.2838886203837779	0.9515172917251703	0.21896523356548497
11	0.9985982423590162	0.43057539203850936	0.5690813524298755	0.07936154004322366	0.025822139083304285	0.18319353896943624	0.014260346643440391	0.5031119169605293	0.10302717480819518	0.557945833547771
23	0.9969322813256843	0.09677795407215069	0.249813863688661	0.004606806473158746	0.009506109006494382	0.005773010958416012	0.0010936618493833938	0.5040916099978007	5.012645976496563E-4	0.6465045801550529
2	0.9877603211011697	0.6499996416037293	0.7177260114307468	0.38990625006698065	0.2317261590851866	0.564095723516477	0.26739360018120817	0.4364873780021133	0.6746863374470643	0.444051645271954
10	0.004842025383754288	0.20176445693120515	0.16631169816289906	0.524623913157987	0.8230112290221421	0.29768627464179176	0.6919415251720625	0.4062970607690095	0.1583848165122069	0.4158781383502596
3	0.7742973340000162	0.9219654891723019	0.7665244780080198	0.7862323873258961	0.08396174612270088	0.07853670588132974	0.0723152415784368	0.09876659114495813	0.16613675062412034	0.1396209603187187
7	0.09045508840868471	0.03956193198009754	0.10212521857811586	0.07898498687799481	0.9584520751170723	0.9496371041830317	0.9672424445905597	0.9536892222782497	0.8246504188405074	0.8640905162064996
18	0.12951448326630385	0.05020355605915758	0.12823789666164348	0.11299262622752938	0.9724007775081466	0.9788707536114117	0.9779227100094892	0.9627863747142381	0.9056368224938387	0.9112652818309263
24	0.004845787777720685	0.0015337059976498852	0.005624744191873459	0.0036988643247508244	0.9891423555194452	0.990530948892464	0.990795086453014	0.983919827347738	0.9302513952919625	0.9478911057181069
4	0.3333792060754681	0.7748919367626941	0.021148290959226664	0.9291125435754723	0.16072526938912665	0.3764751535854265	0.39848997594063373	0.663360367284838	0.42087219643312396	0.6431878068189368
8	0.7638070054980527	0.05334770971522559	0.9999995	0.011336144735207665	0.9735283612701381	0.5876952531471805	0.577823308845896	0.11913868598368858	0.4372618567478447	0.16872903267674738
5	0.2637382436860335	0.05501293030791828	0.5626936044397969	0.671600516523184	0.9753824027544324	0.5643353931637286	0.7910207481090312	0.4280468870619319	0.6500002052747277	0.33713076087938276
13	0.012119958351186625	0.027988050826304397	0.23946832928006603	0.8558437961121214	0.9922742485656249	0.6877012887677175	0.9040442595227068	0.20811702407985763	0.8061789515392659	0.11933718113682197
6	0.5085826967192075	0.4329358599768627	0.8942222737540791	0.8594172070460927	0.10140859623212631	0.22122875710961915	0.8523495305074074	0.36451189645606297	3.392535891890408E-4	0.09299801625229585
12	0.46624526001656624	0.6016151061024984	0.07676723000178101	0.10502054042679092	0.9774640858254566	0.8717721417873986	0.09160367667944114	0.6498384514050214	0.9999995	0.9802483523572096
14	0.9944461846264192	0.9996015209622696	0.9931173650480647	0.9966885133932206	0.011913511274161051	0.01067987233354624	0.007715567297695617	0.012279562419732638	0.07146522498014575	0.029271387494489414
22	0.7905981728607682	0.003815298670927377	0.9999995	1.0974492286823528E-4	0.9905577805583006	0.712487537881302	0.6231742895172427	0.02789965495585048	0.44206562950630396	0.06333201821402965
19	0.7455366130645518	0.4695129599676378	0.9998886696119308	0.9995569633090314	0.008796061579543617	0.07125961159053054	0.9997819181499132	0.28231523159888994	2.0103716278194467E-7	0.008058718383949861
15	0.5629216956290536	0.553793094368804	0.19173566475691523	0.3734127891880315	0.9099357552358317	0.1169475201861916	0.5678977189948887	0.20559507697794163	0.15203065626203485	0.5187497631507091
17	0.37529862896851957	0.38881971246343633	0.944662097013383	0.7191532212597449	0.05172524709428694	0.9827687829314702	0.3989678452413361	0.937445979455767	0.9541272192242725	0.418699053974567
16	0.7759519664176474	0.5607758099725852	0.5580603160031319	0.9466844936404686	0.46379003946379826	0.720617550826589	0.42451100366121586	0.8297219775670605	0.027206666775100974	0.8009575578473601
20	0.22736840358649918	0.33973209654940895	0.02095080525290493	0.02104979819312542	0.5700965728276393	0.006505515185515422	0.492377330935138	0.005390468973051531	0.04215902820379126	0.1607350155129433
