GENE	exp_0_smpl_0	exp_1_smpl_0	exp_2_smpl_0	exp_3_smpl_0	exp_4_smpl_0	exp_5_smpl_0	exp_6_smpl_0	exp_7_smpl_0	exp_8_smpl_0	exp_9_smpl_0	exp_10_smpl_0	exp_11_smpl_0	exp_12_smpl_0	exp_13_smpl_0	exp_14_smpl_0	exp_15_smpl_0	exp_16_smpl_0	exp_17_smpl_0	exp_18_smpl_0	exp_19_smpl_0	exp_20_smpl_0	exp_21_smpl_0	exp_22_smpl_0	exp_23_smpl_0	exp_24_smpl_0
0	1645.3860607298334	671.0438103182254	1055.2862940061873	1552.4276770590188	633.3128316556646	1208.6678502250313	1600.333603814236	978.1830187582337	1122.4554648073654	333.8174238294905	226.18925470240174	632.8743281607811	102.28262507069455	423.77027351785625	642.6416259018257	696.0858581622673	814.4007888448857	1797.3266135425838	265.8573957045739	1544.1158620904635	1729.1272791693166	1229.296321180687	1573.3545129068186	1371.3806767307362	200.8374666588105
22	0.018935403657353217	11.324420666907328	2.2085883610380663	4.700772297690894	125.60674725155525	0.5692193033374291	9.77293982944523	36.01875957350624	0.2171014627842661	17.375296550082407	15.258538136804754	4.701530330966612	0.8271101243480824	3.0610400697142235	0.27277145426557203	11.584933774745457	4.264633171395361	0.2933620868396344	70.05769194550811	0.019622937814893788	0.258809967798475	0.47537097263097794	1.2851121816645945	0.5096016846399187	2.2530962344107612
1	100.50990937290531	236.42923234221237	835.8828851253439	20.7592194769641	659.7681896531429	811.2297991492153	50.816752325155036	101.01786848676892	837.9623807402896	360.05940286636786	397.01159852416384	722.6048390968526	72.32907430644215	429.89894965209135	717.287530015198	164.49931903884985	585.5212384815165	426.4161637592094	416.3897429868969	321.8368571795417	280.842247951678	431.15741055450627	883.7019259365877	551.2984673196479	286.15917373460303
21	7225.15559977412	6351.405231309845	79.64264854059118	7261.333727666286	551.7409420755116	108.78010624254522	7259.321568041766	7225.475074246887	72.84178883356009	3959.1060719249917	3283.4422242232004	310.62369717648073	7252.583389490342	3010.3733693735708	317.82449640437625	7018.229391344306	928.6212870493372	2799.5869265012243	2806.4587914484537	4642.318332086634	5743.483586780395	2745.841010443587	11.232320013338192	1221.6501537609731	5046.724952749738
2	12730.8462884651	1563.9814245701402	9294.926928668277	5257.2942850376785	3000.6409365503523	11476.582989757773	7487.61971187732	2573.404780281142	11841.949481999482	4215.869129749878	6993.296341787813	10092.270329951405	678.9162905159156	6633.245969132661	10806.613793896751	1890.6508496921654	4977.477110298033	9491.747458999975	6882.23216770517	8972.882686303397	10025.767053114263	6701.9615254354	5970.444221769084	4107.091232660232	5863.062210057946
10	5.519902999383495	4022.8419191114667	321.4179248993415	2350.325323997039	3835.0822113555782	65.93321557385282	723.3986342714277	3933.2583699166744	48.343189729749085	3268.603447686691	1087.984506032451	172.20498740233666	4032.5498285667186	1304.4498572692944	105.18541623864762	4008.8603811477456	2583.1267975502606	271.4980153574679	1066.2333397146642	332.3367102305811	196.06304920247112	1194.1819091879158	1663.1904194471017	3160.458665505856	1848.5581914862937
3	7367.151311291336	4394.422948009545	3233.550640181892	6205.673965053291	6382.076103440653	8581.821218907671	1937.68080214635	4010.4771008977277	3182.321520506005	8113.520114224246	9247.752766778112	1827.147206116358	4000.8972667972157	9294.155922469698	3410.306107971821	2624.436949228882	4994.141812196618	9400.100239306517	4707.312926515164	6696.505670248867	2521.7881907617425	1403.9917127499627	2510.085084876721	8036.53035303754	2018.8807475610727
9	619.260967019072	2151.586783005873	3068.6002181452163	1007.7186543008382	995.1900342936907	222.3403879726731	3926.5755404946976	2425.233219451981	2962.212536514109	423.05388464629397	79.67566287073545	3814.1771170343186	2502.4727726299006	57.86424015827486	2812.2395002799694	3505.839266921432	1747.3832796314628	42.939656607779476	1845.5742108532347	845.5475301333936	3415.817839466481	4107.165703152067	3521.7228505150683	387.9596877456435	3848.517061116012
23	3463.2979555931297	1629.820963783385	539.1184538616484	3031.4947736346935	3072.5266537736306	3630.312968990971	52.99307255097059	1193.788142062338	521.5991395826737	3541.3462479094906	3694.132918217894	54.22444166076243	1082.5028737596615	3700.466296608687	659.9274343497183	222.0216095075558	2197.3685091710913	3706.76698758046	1962.6616214490775	3176.8053724266256	222.871418553628	12.511020289948133	187.23456348041933	3538.902359030522	64.94622634833702
4	534.8821506472034	738.0996817172263	187.47994733946456	669.4649682263076	1141.180101769614	647.7427219322637	1582.8665924311865	438.0659221314207	1216.4033504095141	1440.2966666467782	1027.6762210298225	115.84210194155419	509.5280071470928	540.0189452874848	605.3561455900405	396.7549562901817	704.8791230397884	194.3009856192054	650.6480688456437	42.62501475859979	115.56613633095185	396.5834820749509	723.0504774249374	105.11785820613198	944.8185039575842
